"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","Update web sites config","Started","Administrative","Informational","2023-03-10T10:09:33.699Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/config","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/config/azurestorageaccounts"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","Update web sites config","Succeeded","Administrative","Informational","2023-03-10T10:09:34.840Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/config","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/config/azurestorageaccounts"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","List Web Apps Functions Host Keys","Started","Administrative","Informational","2023-03-10T10:09:45.898Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/host","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/host/default"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","List Web Apps Functions Host Keys","Succeeded","Administrative","Informational","2023-03-10T10:09:53.648Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/host","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/host/default"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.474Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.490Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.490Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.490Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.505Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-03-10T10:19:40.505Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'audit' Policy action.","Succeeded","Policy","Warning","2023-03-10T10:19:40.505Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"3a92b788-f9fa-84ac-c905-2c7e193b71ec","'audit' Policy action.","Succeeded","Policy","Warning","2023-03-10T10:19:40.584Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app"
"b6793783-786c-4943-b1ef-48fd90f2af1f","UpdateWebSite","Started","Administrative","Informational","2023-03-10T10:12:22.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"b6793783-786c-4943-b1ef-48fd90f2af1f","UpdateWebSite","Succeeded","Administrative","Informational","2023-03-10T10:12:22.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"264f273b-0058-413b-8bf0-be65039e2ed4","UpdateWebSite","Succeeded","Administrative","Informational","2023-03-10T10:12:17.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"264f273b-0058-413b-8bf0-be65039e2ed4","UpdateWebSite","Started","Administrative","Informational","2023-03-10T10:12:16.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"f22d6459-f143-4fc4-8dfa-368bd60bd117","Sync Web Apps Function Triggers","Succeeded","Administrative","Informational","2023-03-10T10:11:29.051Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/host","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/host/default"
"f22d6459-f143-4fc4-8dfa-368bd60bd117","Sync Web Apps Function Triggers","Started","Administrative","Informational","2023-03-10T10:11:28.129Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","ddangerieter@gmail.com","Microsoft.Web/sites/host","montithings-dev-resource-group","/subscriptions/3c44ed70-9cc0-41e0-9392-8b41c0cc329b/resourceGroups/montithings-dev-resource-group/providers/Microsoft.Web/sites/montithings-dev-function-app/host/default"
"e1150100-13c1-429c-b3e8-f3da9e207be5","UpdateWebSite","Succeeded","Administrative","Informational","2023-03-10T10:09:33.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"e1150100-13c1-429c-b3e8-f3da9e207be5","UpdateWebSite","Started","Administrative","Informational","2023-03-10T10:09:30.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"6067704a-3cee-49a6-8fa8-793434166d5e","CreateWebSite","Succeeded","Administrative","Informational","2023-03-10T10:09:28.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
"6067704a-3cee-49a6-8fa8-793434166d5e","CreateWebSite","Started","Administrative","Informational","2023-03-10T10:09:07.000Z","3c44ed70-9cc0-41e0-9392-8b41c0cc329b","","MICROSOFT.WEB/sites","MONTITHINGS-DEV-RESOURCE-GROUP","/SUBSCRIPTIONS/3C44ED70-9CC0-41E0-9392-8B41C0CC329B/RESOURCEGROUPS/MONTITHINGS-DEV-RESOURCE-GROUP/PROVIDERS/MICROSOFT.WEB/SITES/MONTITHINGS-DEV-FUNCTION-APP"
